Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Moving_Average,RSI,MACD,Signal_Line,Histogram
2023-12-13 00:00:00-05:00,194.13890022421998,197.03471713546693,193.90007998207173,196.9949188232422,70404200,0.0,0.0,,,0.0,0.0,0.0
2023-12-14 00:00:00-05:00,197.0546379594379,198.64682869695653,195.2037050285768,197.14419555664062,66831600,0.0,0.0,,,0.011908115484800419,0.002381623096960084,0.009526492387840335
2023-12-15 00:00:00-05:00,196.5670132843794,197.4327670575499,196.0395983209077,196.60682678222656,128256700,0.0,0.0,,,-0.021764894165386295,-0.0024476803555091922,-0.019317213809877103
2023-12-18 00:00:00-05:00,195.13401948283078,195.6713953811102,193.44231035021684,194.93499755859375,55751900,0.0,0.0,,,-0.1812641429940527,-0.03821097288321789,-0.1430531701108348
2023-12-19 00:00:00-05:00,195.20369275359957,195.98983469805682,194.9350047944863,195.97988891601562,40714100,0.0,0.0,196.33216552734376,,-0.22080909697723428,-0.07473059770202117,-0.1460784992752131
2023-12-20 00:00:00-05:00,195.94008865557052,196.71628487042167,193.88018798828125,193.88018798828125,52242800,0.0,0.0,195.70921936035157,,-0.4167727777009418,-0.1431390337018053,-0.2736337439991365
2023-12-21 00:00:00-05:00,195.14397125694492,196.11918926884985,192.55664081053737,193.7308807373047,46482500,0.0,0.0,195.02655639648438,,-0.5774665785999673,-0.23000454268143772,-0.3474620359185296
2023-12-22 00:00:00-05:00,194.22845757962483,194.45734722393942,192.02924020237552,192.6561737060547,37122800,0.0,0.0,194.23642578125,,-0.7825170794770031,-0.3405070500405508,-0.4420100294364523
2023-12-26 00:00:00-05:00,192.66613899324835,192.94477275989206,191.8899427598264,192.10887145996094,28919300,0.0,0.0,193.67120056152345,,-0.9779110461832943,-0.46798784926909953,-0.5099231969141947
2023-12-27 00:00:00-05:00,191.55158790358445,192.5566585360189,190.15840400250286,192.20835876464844,48087700,0.0,0.0,192.91689453125,,-1.1119168927025385,-0.5967736579557874,-0.515143234746751
2023-12-28 00:00:00-05:00,193.19355905178492,193.7110282824159,192.2282866262087,192.63629150390625,34049900,0.0,0.0,192.668115234375,,-1.17009872610069,-0.711438671584768,-0.45866005451592207
2023-12-29 00:00:00-05:00,192.9547010641641,193.452263485871,190.7952819760843,191.5913848876953,42628800,0.0,0.0,192.24021606445314,,-1.2857026991319742,-0.8262914770942092,-0.45941122203776497
2024-01-02 00:00:00-05:00,186.23761848029775,187.52133810124718,182.9935167810597,184.7349853515625,82488700,0.0,0.0,190.65597839355468,,-1.9085729806100744,-1.0427477777973824,-0.865825202812692
2024-01-03 00:00:00-05:00,183.32190833232914,184.97381929292,182.53575116647167,183.3517608642578,58414500,0.0,0.0,188.90455627441406,,-2.4851693371017234,-1.3312320896582506,-1.1539372474434728
2024-01-04 00:00:00-05:00,181.26198308479132,182.19740286158623,179.99818547387906,181.02316284179688,71983600,0.0,0.0,186.66751708984376,8.86734041875954,-3.094354708371526,-1.6838566134009056,-1.4104980949706203
2024-01-05 00:00:00-05:00,181.10277101042314,181.8690061871609,179.29163655398915,180.2967071533203,62303300,0.0,0.0,184.19960021972656,7.864659140606463,-3.5943242740212327,-2.065950145524971,-1.5283741284962615
2024-01-08 00:00:00-05:00,181.20228054123743,184.6951784875532,180.6151605231867,184.65536499023438,59144500,0.0,0.0,182.81239624023436,24.906015820483333,-3.597378160129466,-2.3722357484458705,-1.2251424116835956
2024-01-09 00:00:00-05:00,183.02335798455337,184.24735728099782,181.83915700040632,184.23741149902344,42841800,0.0,0.0,182.71288146972657,26.29031134402598,-3.5921160626740516,-2.6162118112915067,-0.9759042513825449
2024-01-10 00:00:00-05:00,183.45127673118873,185.49127057687537,183.02336513916433,185.2823028564453,46792900,0.0,0.0,183.09898986816407,26.29031134402598,-3.4637043844440143,-2.7857103259220084,-0.6779940585220059
2024-01-11 00:00:00-05:00,185.630561384214,186.13808471707472,182.72479898016607,184.68519592285156,49128400,0.0,0.0,183.831396484375,28.166352291724493,-3.3712569915368533,-2.9028196590449773,-0.468437332491876
2024-01-12 00:00:00-05:00,185.1529124416028,185.82960518169298,184.2871587499394,185.0135955810547,40444700,0.0,0.0,184.77477416992187,29.475240780499576,-3.234210691122854,-2.9690978654605527,-0.26511282566230143
2024-01-16 00:00:00-05:00,181.2719521956393,183.36170533773222,180.04793765769844,182.7347869873047,65603000,0.0,0.0,184.39065856933593,27.893646014377453,-3.2717664325663236,-3.0296315788817068,-0.24213485368461685
2024-01-17 00:00:00-05:00,180.3862988523529,182.03819468263436,179.42102646331548,181.78941345214844,47317400,0.0,0.0,183.90105895996095,27.40745788802745,-3.3393197720280625,-3.091569217510978,-0.2477505545170846
2024-01-18 00:00:00-05:00,185.18277784532793,188.21791164443712,184.9240508532924,187.7104034423828,78005800,0.0,0.0,184.38667907714844,42.15282162788395,-2.881861565581602,-3.049627687125103,0.16776612154350135
2024-01-19 00:00:00-05:00,188.40700480824998,191.01422726569237,187.8994965603635,190.62612915039062,68741000,0.0,0.0,185.57486572265626,46.77315530142332,-2.258018907862777,-2.891305931272638,0.6332870234098613
2024-01-22 00:00:00-05:00,191.36250312836654,194.37773007418247,191.3226896328841,192.9447479248047,60133900,0.0,0.0,187.16109619140624,52.087157301826664,-1.5585598418009,-2.6247567133782903,1.0661968715773904
